country,iso2c,iso3c,year,status,lastupdated,gdp_deflator,cpi_price,region,capital,longitude,latitude,income,lending
Equatorial Guinea,GQ,GNQ,1986,,2022-12-22,-2.92340971604136,NA,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
Equatorial Guinea,GQ,GNQ,1983,,2022-12-22,24.7497739074644,NA,Sub-Saharan Africa,Malabo,8.7741,3.7523,Upper middle income,IBRD
Eritrea,ER,ERI,1983,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2015,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2008,,2022-12-22,16.0762200958727,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2018,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1990,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2020,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2017,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1960,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1977,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2001,,2022-12-22,15.0772695786828,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1984,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1985,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2007,,2022-12-22,7.28820826067988,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2014,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1981,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1982,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2006,,2022-12-22,11.3940039534664,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2019,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1961,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1962,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1978,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1988,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2003,,2022-12-22,21.8728417590652,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1964,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2000,,2022-12-22,24.9775947531466,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1991,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1989,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1986,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1980,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1999,,2022-12-22,2.31856149221601,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2005,,2022-12-22,7.62368935878268,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1975,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1971,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1979,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1976,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2004,,2022-12-22,24.7992856783348,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1967,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2002,,2022-12-22,16.1486673617657,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1998,,2022-12-22,9.10917293901807,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2010,,2022-12-22,-16.2281996990874,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1987,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2016,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2012,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1974,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2011,,2022-12-22,19.5382281454081,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1972,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1996,,2022-12-22,9.07483488878513,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1965,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1970,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1966,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2021,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2013,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1994,,2022-12-22,10.4321476871899,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1968,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1973,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1992,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1993,,2022-12-22,-1.38317062735574,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1997,,2022-12-22,3.89715179110848,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1969,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1963,,2022-12-22,NA,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,2009,,2022-12-22,29.5045071421789,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ER,ERI,1995,,2022-12-22,9.81004035440252,NA,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
Eritrea,ERI,,1987,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1988,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1989,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1990,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1991,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1992,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1993,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1994,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1995,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1996,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1997,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1998,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,1999,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2000,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2001,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2002,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2003,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2004,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2005,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2006,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2007,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2008,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2009,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2010,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2011,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2012,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2013,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2014,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2015,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2016,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2017,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2018,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2019,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,,2020,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,EE,EST,1982,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2020,,2022-12-22,-0.531509461698576,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1983,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2013,,2022-12-22,4.03124999019823,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2008,,2022-12-22,6.80252342949265,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2018,,2022-12-22,4.83777941523971,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1974,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2007,,2022-12-22,12.3583881840857,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2021,,2022-12-22,5.99690607967077,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2019,,2022-12-22,3.20705842626813,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1980,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2012,,2022-12-22,4.07217562273709,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2009,,2022-12-22,-0.388681742671551,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1981,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2006,,2022-12-22,8.9785794608664,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1961,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1965,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2005,,2022-12-22,5.92374959466473,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2014,,2022-12-22,2.91561332318757,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1979,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2003,,2022-12-22,3.88861391039359,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1963,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1977,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1999,,2022-12-22,6.46101754257364,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2016,,2022-12-22,2.18730990746438,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1975,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2011,,2022-12-22,5.47373678522737,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1978,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2004,,2022-12-22,4.69046936929665,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1976,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2017,,2022-12-22,3.59036501479098,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1969,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1988,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2001,,2022-12-22,6.80047303674228,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2002,,2022-12-22,4.8576630322936,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2000,,2022-12-22,3.6847064485182,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1993,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1967,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1998,,2022-12-22,6.8945046911586,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2010,,2022-12-22,1.82235230425346,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1973,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1968,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1962,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1964,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1997,,2022-12-22,9.9224728330009,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1987,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1970,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1960,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1972,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1996,,2022-12-22,22.5394844498351,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,2015,,2022-12-22,1.03644083022607,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1984,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1985,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1971,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1990,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1986,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1995,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1991,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1989,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1992,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1966,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EE,EST,1994,,2022-12-22,NA,NA,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
Estonia,EST,,1997,,2020-07-27,NA,58.68937926717,NA,NA,NA,NA,NA,NA
Estonia,EST,,1998,,2020-07-27,NA,63.50578085568,NA,NA,NA,NA,NA,NA
Estonia,EST,,1999,,2020-07-27,NA,65.60537590234,NA,NA,NA,NA,NA,NA
Estonia,EST,,2000,,2020-07-27,NA,68.23659447933,NA,NA,NA,NA,NA,NA
Estonia,EST,,2001,,2020-07-27,NA,72.16190308508,NA,NA,NA,NA,NA,NA
Estonia,EST,,2002,,2020-07-27,NA,74.73296554962,NA,NA,NA,NA,NA,NA
Estonia,EST,,2003,,2020-07-27,NA,75.7341002015,NA,NA,NA,NA,NA,NA
Estonia,EST,,2004,,2020-07-27,NA,78.04252988243,NA,NA,NA,NA,NA,NA
Estonia,EST,,2005,,2020-07-27,NA,81.23422736076,NA,NA,NA,NA,NA,NA
Estonia,EST,,2006,,2020-07-27,NA,84.83283447777,NA,NA,NA,NA,NA,NA
Estonia,EST,,2007,,2020-07-27,NA,90.42979830585,NA,NA,NA,NA,NA,NA
Estonia,EST,,2008,,2020-07-27,NA,99.80339221785,NA,NA,NA,NA,NA,NA
Estonia,EST,,2009,,2020-07-27,NA,99.71878240116,NA,NA,NA,NA,NA,NA
Estonia,EST,,2010,,2020-07-27,NA,102.6859948745,NA,NA,NA,NA,NA,NA
Estonia,EST,,2011,,2020-07-27,NA,107.79730813624,NA,NA,NA,NA,NA,NA
Estonia,EST,,2012,,2020-07-27,NA,112.03904767494,NA,NA,NA,NA,NA,NA
Estonia,EST,,2013,,2020-07-27,NA,115.16325292955,NA,NA,NA,NA,NA,NA
Estonia,EST,,2014,,2020-07-27,NA,115.03560459338,NA,NA,NA,NA,NA,NA
Estonia,EST,,2015,,2020-07-27,NA,114.47121309936,NA,NA,NA,NA,NA,NA
Estonia,EST,,2016,,2020-07-27,NA,114.64189995501,NA,NA,NA,NA,NA,NA
Estonia,EST,,2017,,2020-07-27,NA,118.55644893088,NA,NA,NA,NA,NA,NA
Estonia,EST,,2018,,2020-07-27,NA,122.62652346578,NA,NA,NA,NA,NA,NA
Estonia,EST,,1987,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,EST,,1988,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,EST,,1989,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,EST,,1990,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,EST,,1991,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,EST,,1992,,2020-07-27,NA,11.9495471174,NA,NA,NA,NA,NA,NA
Estonia,EST,,1993,,2020-07-27,NA,22.68129976329,NA,NA,NA,NA,NA,NA
Estonia,EST,,1994,,2020-07-27,NA,33.49619500362,NA,NA,NA,NA,NA,NA
Estonia,EST,,1995,,2020-07-27,NA,43.12361836571,NA,NA,NA,NA,NA,NA
Estonia,EST,,1996,,2020-07-27,NA,53.07138525344,NA,NA,NA,NA,NA,NA
Estonia,EST,,2019,,2020-07-27,NA,125.431852417,NA,NA,NA,NA,NA,NA
Estonia,EST,,2020,,2020-07-27,NA,124.82442240351,NA,NA,NA,NA,NA,NA
Eswatini,SZ,SWZ,2000,,2022-12-22,25.3429417176421,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1979,,2022-12-22,13.5877053732983,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,2001,,2022-12-22,8.9426193567203,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1968,,2022-12-22,NA,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1969,,2022-12-22,NA,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1965,,2022-12-22,NA,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,2009,,2022-12-22,9.76992430013281,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1978,,2022-12-22,10.5599584961413,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1995,,2022-12-22,16.6493806511784,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1998,,2022-12-22,7.40527799272617,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1993,,2022-12-22,17.3897594883067,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1967,,2022-12-22,NA,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1999,,2022-12-22,5.3700590467124,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,2015,,2022-12-22,5.5450647329474,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1997,,2022-12-22,11.3448411809325,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,2008,,2022-12-22,10.4255760885952,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1973,,2022-12-22,25.2306765558379,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1982,,2022-12-22,15.1796855611048,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1994,,2022-12-22,10.970426743749,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,2014,,2022-12-22,7.14673584693767,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1960,,2022-12-22,NA,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1964,,2022-12-22,NA,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1977,,2022-12-22,10.4461251876848,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1966,,2022-12-22,NA,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1963,,2022-12-22,NA,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1972,,2022-12-22,9.62726502294502,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1986,,2022-12-22,13.9165769085529,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,2005,,2022-12-22,6.55682311577637,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1987,,2022-12-22,1.11311695570294,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1988,,2022-12-22,24.1326094906132,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1985,,2022-12-22,5.9873722723695,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
Eswatini,SZ,SWZ,1984,,2022-12-22,11.064966628994,NA,Sub-Saharan Africa,Mbabane,31.4659,-26.5225,Lower middle income,IBRD
